region;comuna;estado_principal_label;apto_para_visor;archivo_recomendado;capa_recomendada;motivo;prc_fecha;prc_nombre;actos_posteriores;ultimo_acto_posterior
Metropolitana de Santiago;Cerro Navia;Probablemente actualizado · falta verificación espacial;REVISAR;IPT_Metropolitana/PRC/Cerro Navia/IPT_13_PRC_Cerro_Navia.shp;IPT_13_PRC_Cerro_Navia;Hay evidencia SIG compatible con todos los actos posteriores, pero aún falta comprobar geometría y atributos.;2019-12-13;Plan Regulador Comunal de Cerro Navia;1;
Metropolitana de Santiago;Colina;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Colina/IPT_13_PRC_Colina.shp;IPT_13_PRC_Colina;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2010-03-26;Plan Regulador Comunal de Colina;6;2016-10-28
Metropolitana de Santiago;Conchali;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Conchali/IPT_13_PRC_Conchali.shp;IPT_13_PRC_Conchali;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2013-05-04;Plan Regulador Comunal de Conchalí;1;
Metropolitana de Santiago;Curacavi;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Curacavi/IPT_13_PRC_Curacavi.shp;IPT_13_PRC_Curacavi;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1991-02-07;Plan Regulador Comunal de Curacaví;4;2011-05-26
Metropolitana de Santiago;El Bosque;SIG encontrado, vínculo ambiguo;REVISAR;IPT_Metropolitana/PRC/El Bosque/IPT_13_PRC_El_Bosque.shp;IPT_13_PRC_El_Bosque;Existe cartografía candidata, pero todavía no se puede asegurar que corresponda al instrumento correcto.;1983-10-18;Plan Regulador Comunal de La Cisterna;4;2026-01-27
Metropolitana de Santiago;El Monte;Sin cartografía SIG vinculada;NO;;;No se encontró una capa SIG vinculada con suficiente confianza al instrumento vigente.;;;0;
Metropolitana de Santiago;Estacion Central;SIG encontrado, vínculo ambiguo;REVISAR;IPT_Metropolitana/PRC/Estacion Central/IPT_13_PRC_Estacion_Central.shp;IPT_13_PRC_Estacion_Central;Existe cartografía candidata, pero todavía no se puede asegurar que corresponda al instrumento correcto.;2025-07-15;Plan Regulador Comunal de Estación Central;1;
Metropolitana de Santiago;Huechuraba;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Huechuraba/IPT_13_PRC_Huechuraba.shp;IPT_13_PRC_Huechuraba;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2004-09-29;Plan Regulador Comunal de Huechuraba;16;2023-12-12
Metropolitana de Santiago;Independencia;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Indepencia/IPT_13_PRC_Independencia.shp;IPT_13_PRC_Independencia;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2014-03-20;Plan Regulador Comunal de Independencia;1;2015-04-24
Metropolitana de Santiago;Isla De Maipo;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Isla de Maipo/IPT_13_PRC_Isla_de_Maipo.shp;IPT_13_PRC_Isla_de_Maipo;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1994-04-16;Plan Regulador Comunal de Isla de Maipo;7;2015-04-28
Metropolitana de Santiago;La Cisterna;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/La Cisterna/IPT_13_PRC_La_Cisterna.shp;IPT_13_PRC_La_Cisterna;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2004-08-07;Plan Regulador Comunal de La Cisterna;3;2010-12-27
Metropolitana de Santiago;La Florida;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/La Florida/IPT_13_PRC_La_Florida.shp;IPT_13_PRC_La_Florida;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2001-08-17;Plan Regulador Comunal de La Florida;27;2018-01-25
Metropolitana de Santiago;La Granja;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/La Granja/IPT_13_PRC_La_Granja.shp;IPT_13_PRC_La_Granja;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2012-12-27;Plan Regulador Comunal de La Granja;4;2019-03-05
Metropolitana de Santiago;La Pintana;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/La Pintana/IPT_13_PRC_La_Pintana.shp;IPT_13_PRC_La_Pintana;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1952-10-22;Plan Regulador Comunal de La Granja para La Pintana;4;2012-11-24
Metropolitana de Santiago;La Reina;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/La Reina/IPT_13_PRC_La_Reina.shp;IPT_13_PRC_La_Reina;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2001-11-22;Plan Regulador Comunal de La Reina;8;2016-10-18
Metropolitana de Santiago;Lampa;Sin cartografía SIG vinculada;NO;;;No se encontró una capa SIG vinculada con suficiente confianza al instrumento vigente.;;;0;
Metropolitana de Santiago;Las Condes;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Las Condes/IPT_13_PRC_Las_Condes.shp;IPT_13_PRC_Las_Condes;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1995-06-13;Plan Regulador Comunal de Las Condes;35;2022-11-04
Metropolitana de Santiago;Lo Barnechea;Sin cartografía SIG vinculada;NO;;;No se encontró una capa SIG vinculada con suficiente confianza al instrumento vigente.;2025-10-30;PRC Lo Barnechea - Actualización;1;
Metropolitana de Santiago;Lo Espejo;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Lo Espejo/IPT_13_PRC_Lo_Espejo.shp;IPT_13_PRC_Lo_Espejo;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1983-10-18;Plan Regulador Comunal de La Cisterna para Lo Espejo;3;2015-05-20
Metropolitana de Santiago;Lo Prado;Sin cartografía SIG vinculada;NO;;;No se encontró una capa SIG vinculada con suficiente confianza al instrumento vigente.;2025-12-17;Actualización Plan Regulador Comunal de Lo Prado;0;
Metropolitana de Santiago;Macul;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Macul/IPT_13_PRC_Macul.shp;IPT_13_PRC_Macul;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2004-05-08;Plan Regulador Comunal de Macul;16;2022-01-18
Metropolitana de Santiago;Maipu;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Maipu/IPT_13_PRC_Maipu.shp;IPT_13_PRC_Maipu;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2004-11-13;Plan Regulador Comunal de Maipú;10;2024-09-13
Metropolitana de Santiago;Melipilla;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Melipilla/IPT_13_PRC_Melipilla.shp;IPT_13_PRC_Melipilla;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1988-06-06;Plan Regulador Comunal de Melipilla;12;2016-09-28
Metropolitana de Santiago;Ñuñoa;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Nuñoa/IPT_13_PRC_Nunoa.shp;IPT_13_PRC_Nunoa;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1989-12-11;Plan Regulador Comunal de Ñuñoa;21;2024-11-26
Metropolitana de Santiago;Padre Hurtado;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Padre Hurtado/IPT_13_PRC_Padre_Hurtado.shp;IPT_13_PRC_Padre_Hurtado;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2005-02-04;Plan Regulador Comunal de Padre Hurtado;13;2019-06-13
Metropolitana de Santiago;Paine;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Paine/IPT_13_PRC_Paine.shp;IPT_13_PRC_Paine;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2015-02-12;Plan Regulador Comunal de Paine;3;2019-02-23
Metropolitana de Santiago;Pedro Aguirre Cerda;SIG encontrado, vínculo ambiguo;REVISAR;IPT_Metropolitana/PRC/Pedro Aguirre Cerda/IPT_13_PRC_Pedro_Aguirre_Cerda.shp;IPT_13_PRC_Pedro_Aguirre_Cerda;Existe cartografía candidata, pero todavía no se puede asegurar que corresponda al instrumento correcto.;2025-08-26;Plan Regulador Comunal de Pedro Aguirre Cerda;0;
Metropolitana de Santiago;Peñaflor;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Peñaflor/IPT_13_PRC_Peñaflor.shp;IPT_13_PRC_Peñaflor;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1970-02-26;Plan Regulador Comunal de Peñaflor;5;2013-08-03
Metropolitana de Santiago;Peñalolen;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Peñalolen/IPT_13_PRC_Penalolen.shp;IPT_13_PRC_Penalolen;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1989-07-27;Plan Regulador Comunal de Peñalolén;18;2018-08-28
Metropolitana de Santiago;Pirque;Vigente · sin cambios posteriores detectados;SI;IPT_Metropolitana/PRC/Pirque/IPT_13_PRC_Pirque.shp;IPT_13_PRC_Pirque;La cartografía está vinculada al instrumento vigente y no se detectaron actos posteriores vigentes que requieran incorporación.;2015-12-23;Plan Regulador Comunal de Pirque;0;
Metropolitana de Santiago;Providencia;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Providencia/IPT_13_PRC_Providencia.shp;IPT_13_PRC_Providencia;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2007-01-23;Plan Regulador Comunal de Providencia;17;2025-05-29
Metropolitana de Santiago;Pudahuel;Probablemente actualizado · falta verificación espacial;REVISAR;IPT_Metropolitana/PRC/Pudahuel/IPT_13_PRC_Pudahuel.shp;IPT_13_PRC_Pudahuel;Hay evidencia SIG compatible con todos los actos posteriores, pero aún falta comprobar geometría y atributos.;2021-02-05;Plan Regulador Comunal de Pudahuel;1;2026-05-12
Metropolitana de Santiago;Puente Alto;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Puente Alto/IPT_13_PRC_Puente_Alto.shp;IPT_13_PRC_Puente_Alto;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2003-04-25;Plan Regulador Comunal de Puente Alto;10;2017-05-12
Metropolitana de Santiago;Quilicura;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Quilicura/IPT_13_PRC_Quilicura.shp;IPT_13_PRC_Quilicura;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1985-05-08;Plan Regulador Comunal de Quilicura;3;2019-01-04
Metropolitana de Santiago;Quinta Normal;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Quinta Normal/IPT_13_PRC_Quinta_Normal.shp;IPT_13_PRC_Quinta_Normal;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2019-10-24;Plan Regulador Comunal de Quinta Normal;5;2025-08-01
Metropolitana de Santiago;Recoleta;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Recoleta/IPT_13_PRC_Recoleta.shp;IPT_13_PRC_Recoleta;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2005-01-08;Plan Regulador Comunal de Recoleta;6;2021-02-09
Metropolitana de Santiago;Renca;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Renca/IPT_13_PRC_Renca.shp;IPT_13_PRC_Renca;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2022-02-22;Plan Regulador Comunal de Renca;2;2026-07-07
Metropolitana de Santiago;San Bernardo;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/San Bernardo/IPT_13_PRC_San_Bernardo.shp;IPT_13_PRC_San_Bernardo;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2006-06-13;Plan Regulador Comunal de San Bernardo;11;2022-07-22
Metropolitana de Santiago;San Joaquin;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/San Joaquin/IPT_13_PRC_San_Joaquin.shp;IPT_13_PRC_San_Joaquin;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2019-11-06;Plan Regulador Comunal de San Joaquín;2;2024-01-09
Metropolitana de Santiago;San Jose De Maipo;Sin cartografía SIG vinculada;NO;;;No se encontró una capa SIG vinculada con suficiente confianza al instrumento vigente.;;;0;
Metropolitana de Santiago;San Miguel;Vigente · sin cambios posteriores detectados;SI;IPT_Metropolitana/PRC/San Miguel/IPT_13_PRC_San_Miguel.shp;IPT_13_PRC_San_Miguel;La cartografía está vinculada al instrumento vigente y no se detectaron actos posteriores vigentes que requieran incorporación.;2016-11-25;Plan Regulador Comunal de San Miguel;0;
Metropolitana de Santiago;San Ramon;Vigente · sin cambios posteriores detectados;SI;IPT_Metropolitana/PRC/San Ramon/IPT_13_PRC_San_Ramon.shp;IPT_13_PRC_San_Ramon;La cartografía está vinculada al instrumento vigente y no se detectaron actos posteriores vigentes que requieran incorporación.;1952-10-22;Plan Regulador Comunal de La Granja para San Ramón;0;
Metropolitana de Santiago;Santiago;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Santiago/IPT_13_PRC_Santiago.shp;IPT_13_PRC_Santiago;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1990-01-27;Plan Regulador Comunal de Santiago;55;2021-12-02
Metropolitana de Santiago;Talagante;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Talagante/IPT_13_PRC_Talagante.shp;IPT_13_PRC_Talagante;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2011-08-04;Plan Regulador Comunal de Talagante;5;2025-05-13
Metropolitana de Santiago;Til Til;Sin cartografía SIG vinculada;NO;;;No se encontró una capa SIG vinculada con suficiente confianza al instrumento vigente.;;;0;
Metropolitana de Santiago;Vitacura;Requiere revisar cambios posteriores;REVISAR;IPT_Metropolitana/PRC/Vitacura/IPT_13_PRC_Vitacura.shp;IPT_13_PRC_Vitacura;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1999-12-30;Plan Regulador Comunal de Vitacura;60;2020-03-05
Ñuble;Bulnes;Vigente · sin cambios posteriores detectados;SI;IPT_NUBLE/PRC/Bulnes/PRC_Bulnes.shp;PRC_Bulnes;La cartografía está vinculada al instrumento vigente y no se detectaron actos posteriores vigentes que requieran incorporación.;2015-10-06;Plan Regulador Comunal de Bulnes;0;
Ñuble;Chillán;SIG encontrado, vínculo ambiguo;REVISAR;IPT_NUBLE/PRC/Chillan/PRC_Chillan.shp;PRC_Chillan;Existe cartografía candidata, pero todavía no se puede asegurar que corresponda al instrumento correcto.;2016-07-21;Plan Regulador Comunal de Chillán;1;2016-09-17
Ñuble;Chillán Viejo;SIG encontrado, vínculo ambiguo;REVISAR;IPT_NUBLE/PRC/Chillan Viejo/PRC_Chillan_Viejo_R.shp;PRC_Chillan_Viejo_R;Existe cartografía candidata, pero todavía no se puede asegurar que corresponda al instrumento correcto.;2012-08-20;Plan Regulador Comunal de Chillán Viejo;2;2018-01-12
Ñuble;Cobquecura;Requiere revisar cambios posteriores;REVISAR;IPT_NUBLE/PRC/Cobquecura/PRC_Cobquecura.shp;PRC_Cobquecura;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2001-12-07;Plan Regulador Comunal de Cobquecura;1;2015-05-13
Ñuble;Coelemu;Requiere revisar cambios posteriores;REVISAR;IPT_NUBLE/PRC/Coelemu/PRC_Coelemu.shp;PRC_Coelemu;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2010-02-03;Plan Regulador Comunal de Coelemu;1;2016-01-21
Ñuble;Coihueco;Sin cartografía SIG vinculada;NO;;;No se encontró una capa SIG vinculada con suficiente confianza al instrumento vigente.;;;0;
Ñuble;El Carmen;Vigente · sin cambios posteriores detectados;SI;IPT_NUBLE/PRC/El Carmen/PRC_El_Carmen.shp;PRC_El_Carmen;La cartografía está vinculada al instrumento vigente y no se detectaron actos posteriores vigentes que requieran incorporación.;2009-12-28;Plan Regulador Comunal de El Carmen;0;
Ñuble;Ninhue;Requiere revisar cambios posteriores;REVISAR;IPT_NUBLE/PRC/Ninhue/PRC_Ninhue.shp;PRC_Ninhue;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2008-07-01;Plan Regulador Comunal de Ninhue;1;2015-06-20
Ñuble;Ñiquén;Vigente · sin cambios posteriores detectados;SI;IPT_NUBLE/PRC/Niquen/PRC_Niquen.shp;PRC_Niquen;La cartografía está vinculada al instrumento vigente y no se detectaron actos posteriores vigentes que requieran incorporación.;2009-09-24;Plan Regulador Comunal de Ñiquén;0;
Ñuble;Pemuco;Vigente · sin cambios posteriores detectados;SI;IPT_NUBLE/PRC/Pemuco/PRC_Pemuco.shp;PRC_Pemuco;La cartografía está vinculada al instrumento vigente y no se detectaron actos posteriores vigentes que requieran incorporación.;;;0;
Ñuble;Pinto;Vigente · sin cambios posteriores detectados;SI;IPT_NUBLE/PRC/Pinto/PRC_Pinto.shp;PRC_Pinto;La cartografía está vinculada al instrumento vigente y no se detectaron actos posteriores vigentes que requieran incorporación.;;;0;
Ñuble;Portezuelo;Requiere revisar cambios posteriores;REVISAR;IPT_NUBLE/PRC/Portezuelo/PRC_Portezuelo.shp;PRC_Portezuelo;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2007-06-30;Plan Regulador Comunal de Portezuelo;1;2012-03-02
Ñuble;Quillón;Requiere revisar cambios posteriores;REVISAR;IPT_NUBLE/PRC/Quillon/PRC_Quillon.shp;PRC_Quillon;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2007-12-17;Plan Regulador Comunal de Quillón;3;2015-05-30
Ñuble;Quirihue;Requiere revisar cambios posteriores;REVISAR;IPT_NUBLE/PRC/Quirihue/PRC_Quirihue.shp;PRC_Quirihue;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2007-06-30;Plan Regulador Comunal de Quirihue;2;2015-05-07
Ñuble;Ránquil;Requiere revisar cambios posteriores;REVISAR;IPT_NUBLE/PRC/Ranquil/PRC_Ranquil.shp;PRC_Ranquil;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2006-12-21;Plan Regulador Comunal de Ránquil;1;2015-05-22
Ñuble;San Carlos;Requiere revisar cambios posteriores;REVISAR;IPT_NUBLE/PRC/San Carlos/PRC_SanCarlos.shp;PRC_SanCarlos;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2010-02-03;Plan Regulador Comunal de San Carlos;1;2011-12-05
Ñuble;San Fabián;Requiere revisar cambios posteriores;REVISAR;IPT_NUBLE/PRC/San Fabian/PRC_San_Fabian.shp;PRC_San_Fabian;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1967-01-12;Plan Regulador Comunal de San Fabián;3;2010-10-29
Ñuble;San Ignacio;Vigente · sin cambios posteriores detectados;SI;IPT_NUBLE/PRC/San Ignacio/PRC_San_Ignacio.shp;PRC_San_Ignacio;La cartografía está vinculada al instrumento vigente y no se detectaron actos posteriores vigentes que requieran incorporación.;2013-05-10;Plan Regulador Comunal de San Ignacio;0;
Ñuble;San Nicolás;Sin cartografía SIG vinculada;NO;;;No se encontró una capa SIG vinculada con suficiente confianza al instrumento vigente.;;;0;
Ñuble;Treguaco;Sin cartografía SIG vinculada;NO;;;No se encontró una capa SIG vinculada con suficiente confianza al instrumento vigente.;;;0;
Ñuble;Yungay;Requiere revisar cambios posteriores;REVISAR;IPT_NUBLE/PRC/Yungay/PRC_Yungay.shp;PRC_Yungay;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1993-04-06;Plan Regulador Comunal de Yungay;2;2010-10-16
Tarapacá;Alto Hospicio;Probablemente actualizado · falta verificación espacial;REVISAR;IPT_Tarapaca/PRC/Alto Hospicio/IPT_01_PRC_Alto_Hospicio.shp;IPT_01_PRC_Alto_Hospicio;Hay evidencia SIG compatible con todos los actos posteriores, pero aún falta comprobar geometría y atributos.;2002-01-31;Plan Seccional Alto Hospicio - Alto Molle (Zonificación);4;2014-03-04
Tarapacá;Huara;Probablemente actualizado · falta verificación espacial;REVISAR;IPT_Tarapaca/PRC/Huara/IPT_01_PRC_Huara.shp;IPT_01_PRC_Huara;Hay evidencia SIG compatible con todos los actos posteriores, pero aún falta comprobar geometría y atributos.;1966-11-10;Plano Regulador de Pisagua;1;
Tarapacá;Iquique;Vigente · sin cambios posteriores detectados;SI;IPT_Tarapaca/PRC/Iquique/IPT_01_PRC_Iquique.shp;IPT_01_PRC_Iquique;La cartografía está vinculada al instrumento vigente y no se detectaron actos posteriores vigentes que requieran incorporación.;2025-02-17;Actualización Plan Regulador Comunal de Iquique;0;
Tarapacá;Pica;Requiere revisar cambios posteriores;REVISAR;IPT_Tarapaca/PRC/Pica/IPT_01_PRC_Pica.shp;IPT_01_PRC_Pica;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1994-05-17;Plan Regulador Comunal de Pica y Matilla;1;
Tarapacá;Pozo Almonte;Probablemente actualizado · falta verificación espacial;REVISAR;IPT_Tarapaca/PRC/Pozo Almonte/IPT_01_PRC_PozoAlmonte.shp;IPT_01_PRC_PozoAlmonte;Hay evidencia SIG compatible con todos los actos posteriores, pero aún falta comprobar geometría y atributos.;1984-05-15;Plan Regulador de Pozo Almonte;2;2010-12-14
Valparaíso;Algarrobo;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/Algarrobo/IPT_05_PRC_Algarrobo.shp;IPT_05_PRC_Algarrobo;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1998-10-20;Plan Regulador Comunal de Algarrobo;3;2019-02-20
Valparaíso;Cabildo;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/Cabildo/IPT_05_PRC_Cabildo.shp;IPT_05_PRC_Cabildo;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1999-03-10;Plan Regulador Comunal de Cabildo;3;2021-06-16
Valparaíso;Calera;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/Calera/IPT_05_PRC_Calera.shp;IPT_05_PRC_Calera;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1992-07-25;Plan Regulador Comunal de La Calera;3;2010-09-29
Valparaíso;Calle Larga;Probablemente actualizado · falta verificación espacial;REVISAR;IPT_Valparaiso/PRC/Calle larga/IPT_05_PRC_Calle_Larga.shp;IPT_05_PRC_Calle_Larga;Hay evidencia SIG compatible con todos los actos posteriores, pero aún falta comprobar geometría y atributos.;2014-03-05;Plan Regulador Comunal de Calle Larga;1;2022-06-03
Valparaíso;Cartagena;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/Cartagena/IPT_05_PRC_Cartagena.shp;IPT_05_PRC_Cartagena;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1995-02-27;Plan Regulador Comunal de Cartagena;2;2005-04-23
Valparaíso;Casablanca;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/Casablanca/IPT_05_PRC_Casablanca.shp;IPT_05_PRC_Casablanca;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2020-10-16;Plan Regulador Comunal de Casablanca;1;2022-09-02
Valparaíso;Catemu;Vigente · sin cambios posteriores detectados;SI;IPT_Valparaiso/PRC/Catemu/IPT_05_PRC_Catemu.shp;IPT_05_PRC_Catemu;La cartografía está vinculada al instrumento vigente y no se detectaron actos posteriores vigentes que requieran incorporación.;1985-08-11;Plan Regulador Comunal de Catemu;0;
Valparaíso;Concon;Probablemente actualizado · falta verificación espacial;REVISAR;IPT_Valparaiso/PRC/Concon/IPT_05_PRC_Concon.shp;IPT_05_PRC_Concon;Hay evidencia SIG compatible con todos los actos posteriores, pero aún falta comprobar geometría y atributos.;2017-05-17;Plan Regulador Comunal de Concón;2;2019-04-22
Valparaíso;El Quisco;Vigente · sin cambios posteriores detectados;SI;IPT_Valparaiso/PRC/El Quisco/IPT_05_PRC_El_Quisco.shp;IPT_05_PRC_El_Quisco;La cartografía está vinculada al instrumento vigente y no se detectaron actos posteriores vigentes que requieran incorporación.;2025-05-22;Plan Regulador Comunal de El Quisco;0;
Valparaíso;El Tabo;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/El Tabo/IPT_05_PRC_El_Tabo.shp;IPT_05_PRC_El_Tabo;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2005-04-25;Plan Regulador Comunal de El Tabo;6;2020-03-10
Valparaíso;Hijuelas;Vigente · sin cambios posteriores detectados;SI;IPT_Valparaiso/PRC/Hijuelas/IPT_05_PRC_Hijuelas.shp;IPT_05_PRC_Hijuelas;La cartografía está vinculada al instrumento vigente y no se detectaron actos posteriores vigentes que requieran incorporación.;1984-06-04;Plan Regulador Comunal de Hijuelas;0;
Valparaíso;Isla De Pascua;SIG encontrado, vínculo ambiguo;REVISAR;IPT_Valparaiso/PRC_WM/IPT_05_PRC_Isla_de_Pascua.shp;IPT_05_PRC_Isla_de_Pascua;Existe cartografía candidata, pero todavía no se puede asegurar que corresponda al instrumento correcto.;2026-02-04;Actualización Plan Regulador Comunal de Isla de Pascua;1;
Valparaíso;Juan Fernandez;Probablemente actualizado · falta verificación espacial;REVISAR;IPT_Valparaiso/PRC/Juan Fernandez/IPT_05_PRC_Juan_Fernandez.shp;IPT_05_PRC_Juan_Fernandez;Hay evidencia SIG compatible con todos los actos posteriores, pero aún falta comprobar geometría y atributos.;2002-05-03;PROMULGA ACTUALIZACIÓN DEL PLAN REGULADOR COMUNAL DE JUAN FERNÁNDEZ;1;2013-07-06
Valparaíso;La Cruz;Sin cartografía SIG vinculada;NO;;;No se encontró una capa SIG vinculada con suficiente confianza al instrumento vigente.;;;0;
Valparaíso;La Ligua;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/La Ligua/IPT_05_PRC_La_Ligua.shp;IPT_05_PRC_La_Ligua;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1980-12-17;Plan Regulador Comunal de La Ligua;1;
Valparaíso;Limache;Sin cartografía SIG vinculada;NO;;;No se encontró una capa SIG vinculada con suficiente confianza al instrumento vigente.;2025-05-08;ACTUALIZACIÓN DE PLAN REGULADOR COMUNAL DE LIMACHE;1;
Valparaíso;Llaillay;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/Llaillay/IPT_05_PRC_Llaillay.shp;IPT_05_PRC_Llaillay;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1999-04-29;Plan Regulador Comunal de Llaillay;1;
